"","Row.names","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","entrez","symbol","chr","start","end","strand","biotype","description"
"1261","ENSG00000188312",133.729682034954,-1.74637696188159,0.266801735889655,-6.5455981988208,5.92577050064607e-11,4.23329218076815e-09,401541,"CENPP","9",92325484,92620533,1,"protein_coding","centromere protein P [Source:HGNC Symbol;Acc:HGNC:32933]"
"448","ENSG00000120690",1426.8218637027,0.845917227727816,0.129488696438186,6.53274958352546,6.45730620122583e-11,4.59135692101245e-09,1997,"ELF1","13",40931920,41061440,-1,"protein_coding","E74-like factor 1 (ets domain transcription factor) [Source:HGNC Symbol;Acc:HGNC:3316]"
"29","ENSG00000023909",1934.52231292628,1.25685052833271,0.192556484011379,6.52717842655685,6.70201925470232e-11,4.7430879258162e-09,2730,"GCLM","1",93885205,93909456,-1,"protein_coding","glutamate-cysteine ligase, modifier subunit [Source:HGNC Symbol;Acc:HGNC:4312]"
"1129","ENSG00000174437",10623.8825067878,1.35360005145872,0.207579924721687,6.52086204036139,6.99044595980567e-11,4.92420018889567e-09,488,"ATP2A2","12",110280756,110351093,1,"protein_coding","ATPase, Ca++ transporting, cardiac muscle, slow twitch 2 [Source:HGNC Symbol;Acc:HGNC:812]"
"50","ENSG00000049246",241.503165248797,-1.93009953891728,0.297239321113608,-6.49341928142667,8.39097334719007e-11,5.88339311774045e-09,8863,"PER3","1",7784320,7845177,1,"protein_coding","period circadian clock 3 [Source:HGNC Symbol;Acc:HGNC:8847]"
"627","ENSG00000136859",6504.12083691592,-0.895177135820576,0.138054509150096,-6.48422960851876,8.91863132685317e-11,6.22454707120697e-09,23452,"ANGPTL2","9",127087332,127122883,-1,"protein_coding","angiopoietin-like 2 [Source:HGNC Symbol;Acc:HGNC:490]"
"368","ENSG00000112658",1320.56685920264,0.956875049644436,0.147596124452445,6.48306351670322,8.98786369145101e-11,6.24409154160668e-09,6722,"SRF","6",43171299,43181507,1,"protein_coding","serum response factor (c-fos serum response element-binding transcription factor) [Source:HGNC Symbol;Acc:HGNC:11291]"
"1104","ENSG00000172831",1320.8233353686,-0.559672180478833,0.0863746893679826,-6.47958545002065,9.1974966947919e-11,6.36055193801933e-09,8824,"CES2","16",66934444,66945096,1,"protein_coding","carboxylesterase 2 [Source:HGNC Symbol;Acc:HGNC:1864]"
"169","ENSG00000088888",2939.4519715176,0.617731901317251,0.0957559025907982,6.45111042352195,1.11033557484374e-10,7.643651036822e-09,57506,"MAVS","20",3846799,3876123,1,"protein_coding","mitochondrial antiviral signaling protein [Source:HGNC Symbol;Acc:HGNC:29233]"
"535","ENSG00000130513",476.221860475217,-1.96570143626434,0.305005412622509,-6.44480837032619,1.15746568202346e-10,7.93204423269021e-09,9518,"GDF15","19",18374731,18389176,1,"protein_coding","growth differentiation factor 15 [Source:HGNC Symbol;Acc:HGNC:30142]"
"1154","ENSG00000177614",155.082821989204,-2.58805992604672,0.40175247866578,-6.44192646836097,1.17966434873109e-10,8.04775520789749e-09,NA,"PGBD5","1",230314482,230425729,-1,"protein_coding","piggyBac transposable element derived 5 [Source:HGNC Symbol;Acc:HGNC:19405]"
"12","ENSG00000009413",8391.06888900911,0.969287567859558,0.15064891053008,6.43408282508635,1.24221112987753e-10,8.4364518215225e-09,5980,"REV3L","6",111299028,111483715,-1,"protein_coding","REV3-like, polymerase (DNA directed), zeta, catalytic subunit [Source:HGNC Symbol;Acc:HGNC:9968]"
"1099","ENSG00000172403",9228.92524751233,1.71749603788709,0.267305122838649,6.42522679568624,1.31673052480834e-10,8.86305946587659e-09,171024,"SYNPO2","4",118850688,119061247,1,"protein_coding","synaptopodin 2 [Source:HGNC Symbol;Acc:HGNC:17732]"
"1191","ENSG00000182552",1076.4276583749,1.08901185875971,0.169483927316987,6.42545801244574,1.31473052415611e-10,8.86305946587659e-09,201965,"RWDD4","4",183639635,183659225,-1,"protein_coding","RWD domain containing 4 [Source:HGNC Symbol;Acc:HGNC:23750]"
"79","ENSG00000067082",3251.07269442946,1.0030588161741,0.156369308476398,6.4146783403183,1.41120502609983e-10,9.42311578465637e-09,1316,"KLF6","10",3775996,3785281,-1,"protein_coding","Kruppel-like factor 6 [Source:HGNC Symbol;Acc:HGNC:2235]"
"313","ENSG00000107338",346.317273057369,-0.930894548354213,0.145122308081605,-6.41455170235269,1.41237852962496e-10,9.42311578465637e-09,6461,"SHB","9",37919134,38069211,-1,"protein_coding","Src homology 2 domain containing adaptor protein B [Source:HGNC Symbol;Acc:HGNC:10838]"
"484","ENSG00000124702",1042.62385313163,0.628585139978424,0.0980765773635834,6.40912597967374,1.46356223461799e-10,9.7217763347761e-09,116138,"KLHDC3","6",43014103,43021298,1,"protein_coding","kelch domain containing 3 [Source:HGNC Symbol;Acc:HGNC:20704]"
"321","ENSG00000107968",518.417869348272,1.0458616182109,0.16352233642055,6.39583338340476,1.59674044480601e-10,1.0560102199383e-08,1326,"MAP3K8","10",30433937,30461833,1,"protein_coding","mitogen-activated protein kinase kinase kinase 8 [Source:HGNC Symbol;Acc:HGNC:6860]"
"826","ENSG00000154767",1862.38409749906,-0.582289419928786,0.0910632473156573,-6.39434060494643,1.61241648698197e-10,1.0617412041453e-08,7508,"XPC","3",14145147,14178783,-1,"protein_coding","xeroderma pigmentosum, complementation group C [Source:HGNC Symbol;Acc:HGNC:12816]"
"1355","ENSG00000205978",1619.01985391599,-1.14993391448775,0.180074041190154,-6.38589497346507,1.70397924379191e-10,1.11717600204452e-08,57523,"NYNRIN","14",24398786,24419288,1,"protein_coding","NYN domain and retroviral integrase containing [Source:HGNC Symbol;Acc:HGNC:20165]"
"382","ENSG00000113719",6880.15736766063,0.779903893942695,0.122323074963527,6.37577083616674,1.82044966068924e-10,1.18839267720425e-08,57222,"ERGIC1","5",172834275,172952685,1,"protein_coding","endoplasmic reticulum-golgi intermediate compartment 1 [Source:HGNC Symbol;Acc:HGNC:29205]"
"1402","ENSG00000243244",1803.38725690852,1.36928127599154,0.215309599041608,6.35959233627539,2.02289899201768e-10,1.31488434481149e-08,11037,"STON1","2",48529383,48598513,1,"protein_coding","stonin 1 [Source:HGNC Symbol;Acc:HGNC:17003]"
"522","ENSG00000128699",1837.30741529404,1.04145064403486,0.164153789468752,6.34435944126107,2.23352800649521e-10,1.4455889597594e-08,94101,"ORMDL1","2",189770323,189784371,-1,"protein_coding","ORMDL sphingolipid biosynthesis regulator 1 [Source:HGNC Symbol;Acc:HGNC:16036]"
"1107","ENSG00000172939",1236.30437978796,0.47704316991774,0.0752254057303996,6.34151674272673,2.27514026323031e-10,1.46625528879247e-08,9943,"OXSR1","3",38165089,38255488,1,"protein_coding","oxidative stress responsive 1 [Source:HGNC Symbol;Acc:HGNC:8508]"
"1378","ENSG00000214814",258.66807379434,-3.09424239892899,0.488506493502748,-6.33408652716626,2.38751506883869e-10,1.53190380135617e-08,654463,"FER1L6","8",123851987,124120061,1,"protein_coding","fer-1-like family member 6 [Source:HGNC Symbol;Acc:HGNC:28065]"
"1379","ENSG00000214944",635.215713829466,1.08637331927745,0.171529198712689,6.33346000232369,2.39723473701824e-10,1.53190380135617e-08,64283,"ARHGEF28","5",73626158,73941993,1,"protein_coding","Rho guanine nucleotide exchange factor (GEF) 28 [Source:HGNC Symbol;Acc:HGNC:30322]"
"946","ENSG00000164294",3507.75986925622,-0.488817652232244,0.0772793442504251,-6.32533385180162,2.5268566225779e-10,1.60795140961942e-08,493869,"GPX8","5",55160118,55167071,1,"protein_coding","glutathione peroxidase 8 (putative) [Source:HGNC Symbol;Acc:HGNC:33100]"
"147","ENSG00000083290",1549.36124054848,1.22116051366066,0.193112388921615,6.32357416569649,2.55581445734296e-10,1.61957363834557e-08,9706,"ULK2","17",19770829,19867936,-1,"protein_coding","unc-51 like autophagy activating kinase 2 [Source:HGNC Symbol;Acc:HGNC:13480]"
"207","ENSG00000100033",55.0214985454832,3.94350910050349,0.624135509418699,6.31835401285909,2.64363864760578e-10,1.66824613824957e-08,5625,"PRODH","22",18912777,18936553,-1,"protein_coding","proline dehydrogenase (oxidase) 1 [Source:HGNC Symbol;Acc:HGNC:9453]"
"106","ENSG00000072210",956.239056328403,-1.06932082603015,0.169394150642211,-6.31261954427656,2.74351383848739e-10,1.72408784580463e-08,224,"ALDH3A2","17",19648136,19677598,1,"protein_coding","aldehyde dehydrogenase 3 family, member A2 [Source:HGNC Symbol;Acc:HGNC:403]"
"1036","ENSG00000168917",252.590790996742,0.822834990225479,0.130397382700416,6.31021093510687,2.78655415515771e-10,1.74389928429188e-08,80723,"SLC35G2","3",136818647,136855892,1,"protein_coding","solute carrier family 35, member G2 [Source:HGNC Symbol;Acc:HGNC:28480]"
"554","ENSG00000132155",2894.66488502842,0.824731034898245,0.130780228149399,6.30623639802876,2.85902254616219e-10,1.78188874327681e-08,5894,"RAF1","3",12583601,12664226,-1,"protein_coding","Raf-1 proto-oncogene, serine/threonine kinase [Source:HGNC Symbol;Acc:HGNC:9829]"
"1397","ENSG00000241553",2036.7939347824,0.489389633542504,0.0782372187810114,6.25520233422819,3.97000868173591e-10,2.46417137233157e-08,10093,"ARPC4","3",9792495,9807726,1,"protein_coding","actin related protein 2/3 complex, subunit 4, 20kDa [Source:HGNC Symbol;Acc:HGNC:707]"
"1023","ENSG00000168398",6175.18161180621,-1.96438959972512,0.314350419216836,-6.2490439956121,4.12972588417215e-10,2.55284483737907e-08,624,"BDKRB2","14",96204679,96244166,1,"protein_coding","bradykinin receptor B2 [Source:HGNC Symbol;Acc:HGNC:1030]"
"137","ENSG00000079691",1515.59822697316,1.17011830426067,0.187588861424249,6.23767474985809,4.44122856960058e-10,2.73424417425207e-08,55604,"LRRC16A","6",25279078,25620530,1,"protein_coding","leucine rich repeat containing 16A [Source:HGNC Symbol;Acc:HGNC:21581]"
"385","ENSG00000113916",1870.61940927366,0.842854816000621,0.135369400855534,6.22633187909368,4.77482073181112e-10,2.92771902766313e-08,604,"BCL6","3",187721377,187745727,-1,"protein_coding","B-cell CLL/lymphoma 6 [Source:HGNC Symbol;Acc:HGNC:1001]"
"1289","ENSG00000196616",44782.2595556311,1.0797240865385,0.173558499887462,6.22109598342123,4.93694012421165e-10,3.01491766859618e-08,125,"ADH1B","4",99304964,99321401,-1,"protein_coding","alcohol dehydrogenase 1B (class I), beta polypeptide [Source:HGNC Symbol;Acc:HGNC:250]"
"548","ENSG00000131446",5557.41023556291,0.852623398039167,0.137160813973308,6.21623168702609,5.09235976969969e-10,3.0894640791523e-08,4245,"MGAT1","5",180790541,180815652,-1,"protein_coding","mannosyl (alpha-1,3-)-glycoprotein beta-1,2-N-acetylglucosaminyltransferase [Source:HGNC Symbol;Acc:HGNC:7044]"
"1442","ENSG00000279232",395.504277481888,-0.939639325813819,0.151164574022988,-6.21600220744133,5.09980864832008e-10,3.0894640791523e-08,NA,"DKFZp434P228","5",98792863,98795766,-1,"protein_coding","HCG2016541; Putative uncharacterized protein DKFZp434P228; Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:Q69YY3]"
"1133","ENSG00000175130",628.109358917708,-1.11041788482243,0.178851069971649,-6.20861751063861,5.34527452990936e-10,3.2124675696618e-08,65108,"MARCKSL1","1",32333832,32336379,-1,"protein_coding","MARCKS-like 1 [Source:HGNC Symbol;Acc:HGNC:7142]"
"1136","ENSG00000175482",693.786100877775,0.880371094310995,0.14178705352541,6.20910775999177,5.32862751013432e-10,3.2124675696618e-08,57804,"POLD4","11",67350777,67356972,-1,"protein_coding","polymerase (DNA-directed), delta 4, accessory subunit [Source:HGNC Symbol;Acc:HGNC:14106]"
"175","ENSG00000091136",31518.6136485942,0.833875309539326,0.134466089045828,6.20137995725544,5.59702036859756e-10,3.35046930760514e-08,3912,"LAMB1","7",107923799,108003255,-1,"protein_coding","laminin, beta 1 [Source:HGNC Symbol;Acc:HGNC:6486]"
"704","ENSG00000143507",326.268589069196,-1.28178130352447,0.206808035664002,-6.19792794515473,5.72113193447808e-10,3.41128122628624e-08,11221,"DUSP10","1",221701424,221742176,-1,"protein_coding","dual specificity phosphatase 10 [Source:HGNC Symbol;Acc:HGNC:3065]"
"739","ENSG00000146122",2629.50779450155,1.64277459337547,0.265255041003849,6.19318896695966,5.89589721342024e-10,3.50170052146077e-08,23500,"DAAM2","6",39792298,39904877,1,"protein_coding","dishevelled associated activator of morphogenesis 2 [Source:HGNC Symbol;Acc:HGNC:18143]"
"1187","ENSG00000182010",120.220013189824,-1.75411219854855,0.283406451716409,-6.18938696675755,6.03986448819197e-10,3.57319326850263e-08,219790,"RTKN2","10",62183035,62268707,-1,"protein_coding","rhotekin 2 [Source:HGNC Symbol;Acc:HGNC:19364]"
"1022","ENSG00000168309",170.406386626521,4.05903437519831,0.657540012865823,6.17306064387992,6.69805051827221e-10,3.94715856417247e-08,11170,"FAM107A","3",58564117,58627610,-1,"protein_coding","family with sequence similarity 107, member A [Source:HGNC Symbol;Acc:HGNC:30827]"
"1110","ENSG00000173068",2841.63743058306,-0.965115248615151,0.156465566806101,-6.16822773416444,6.90596347578133e-10,4.05390762948482e-08,54796,"BNC2","9",16409503,16870843,-1,"protein_coding","basonuclin 2 [Source:HGNC Symbol;Acc:HGNC:30988]"
"1035","ENSG00000168890",502.587897399503,0.924374907521659,0.150123368716125,6.15743515101637,7.39325010257193e-10,4.32319586113714e-08,129303,"TMEM150A","2",85598548,85603196,-1,"protein_coding","transmembrane protein 150A [Source:HGNC Symbol;Acc:HGNC:24677]"
"38","ENSG00000033867",2356.63321774993,-1.02187297629995,0.16602558905358,-6.15491251755279,7.51189495567888e-10,4.37567881168295e-08,9497,"SLC4A7","3",27372721,27484420,-1,"protein_coding","solute carrier family 4, sodium bicarbonate cotransporter, member 7 [Source:HGNC Symbol;Acc:HGNC:11033]"
"1195","ENSG00000182718",25337.5736806926,0.674664296130002,0.109763987499443,6.14649951682403,7.92115638933153e-10,4.59639515388606e-08,302,"ANXA2","15",60347134,60402883,-1,"protein_coding","annexin A2 [Source:HGNC Symbol;Acc:HGNC:537]"
"514","ENSG00000128165",61.3918707096325,-2.69948114348454,0.439431037311633,-6.14312807761491,8.09119888892961e-10,4.67714531194042e-08,79924,"ADM2","22",50481556,50486440,1,"protein_coding","adrenomedullin 2 [Source:HGNC Symbol;Acc:HGNC:28898]"
"225","ENSG00000100784",180.190558477259,-1.81604022331729,0.295690874787132,-6.14168504396578,8.16506330397077e-10,4.70189672010028e-08,9252,"RPS6KA5","14",90847862,91060636,-1,"protein_coding","ribosomal protein S6 kinase, 90kDa, polypeptide 5 [Source:HGNC Symbol;Acc:HGNC:10434]"
"1210","ENSG00000183726",2553.96258891928,0.711532339804711,0.115922463941354,6.13800220951723,8.35657006665081e-10,4.793949002251e-08,23585,"TMEM50A","1",25337917,25362361,1,"protein_coding","transmembrane protein 50A [Source:HGNC Symbol;Acc:HGNC:30590]"
"439","ENSG00000119508",218.387702989375,2.08258616704443,0.339560822535525,6.1331756458051,8.6141948427647e-10,4.90458574788238e-08,8013,"NR4A3","9",99821855,99866891,1,"protein_coding","nuclear receptor subfamily 4, group A, member 3 [Source:HGNC Symbol;Acc:HGNC:7982]"
"483","ENSG00000124496",484.060538524035,-0.780524539776153,0.127262592848074,-6.13318118316149,8.61389488608981e-10,4.90458574788238e-08,55809,"TRERF1","6",42224931,42452051,-1,"protein_coding","transcriptional regulating factor 1 [Source:HGNC Symbol;Acc:HGNC:18273]"
"443","ENSG00000119714",61.5481477647446,-3.10214958167496,0.506005987942038,-6.13065784911286,8.75164370494707e-10,4.9641814199035e-08,8111,"GPR68","14",91232532,91253925,-1,"protein_coding","G protein-coupled receptor 68 [Source:HGNC Symbol;Acc:HGNC:4519]"
"963","ENSG00000165272",140.16648772188,-2.94471435892689,0.480629219777227,-6.12679012793225,8.9669623484041e-10,5.0673374912903e-08,360,"AQP3","9",33441154,33447611,-1,"protein_coding","aquaporin 3 (Gill blood group) [Source:HGNC Symbol;Acc:HGNC:636]"
"1434","ENSG00000277196",36.1901302568853,7.24681187773073,1.18430370669878,6.11904854872998,9.41357237210821e-10,5.29994622957542e-08,102724788,"AC007325.2","KI270734.1",138082,161852,-1,"protein_coding",""
"1284","ENSG00000196507",1019.36101014415,1.07880281232696,0.176399489031861,6.11567991635228,9.61461381310471e-10,5.39308615553596e-08,85012,"TCEAL3","X",103607451,103629690,1,"protein_coding","transcription elongation factor A (SII)-like 3 [Source:HGNC Symbol;Acc:HGNC:28247]"
"1294","ENSG00000196850",525.408735772489,1.21096693739102,0.198100609649783,6.11288849404278,9.78437403355608e-10,5.46805700140985e-08,160760,"PPTC7","12",110533245,110583320,-1,"protein_coding","PTC7 protein phosphatase homolog [Source:HGNC Symbol;Acc:HGNC:30695]"
"828","ENSG00000154930",672.611511675864,1.86968010198358,0.306010651123039,6.10985302348781,9.97229353965125e-10,5.55258770801538e-08,84532,"ACSS1","20",25006230,25058980,-1,"protein_coding","acyl-CoA synthetase short-chain family member 1 [Source:HGNC Symbol;Acc:HGNC:16091]"
"675","ENSG00000140105",2847.98843007123,-1.38533065736955,0.227598197728663,-6.08673825713288,1.15234125129325e-09,6.37970223241001e-08,7453,"WARS","14",100333788,100376805,-1,"protein_coding","tryptophanyl-tRNA synthetase [Source:HGNC Symbol;Acc:HGNC:12729]"
"1010","ENSG00000167641",239.909910350848,2.79861313177928,0.459808164023864,6.08647986431583,1.15420165842215e-09,6.37970223241001e-08,94274,"PPP1R14A","19",38251237,38256591,-1,"protein_coding","protein phosphatase 1, regulatory (inhibitor) subunit 14A [Source:HGNC Symbol;Acc:HGNC:14871]"
"68","ENSG00000064115",1485.99431108556,0.980616973197918,0.161303517134155,6.07932790691938,1.20687331328627e-09,6.64658048353477e-08,51768,"TM7SF3","12",26973195,27014434,-1,"protein_coding","transmembrane 7 superfamily member 3 [Source:HGNC Symbol;Acc:HGNC:23049]"
"77","ENSG00000066322",1037.61690920666,0.495158952617821,0.0815149812326176,6.07445337201018,1.24410777898419e-09,6.82681605533175e-08,64834,"ELOVL1","1",43363397,43368074,-1,"protein_coding","ELOVL fatty acid elongase 1 [Source:HGNC Symbol;Acc:HGNC:14418]"
"564","ENSG00000132622",66.5973767313926,-2.36253132634784,0.389435769554021,-6.06654938002587,1.3068755833203e-09,7.14535404670975e-08,116835,"HSPA12B","20",3732667,3753111,1,"protein_coding","heat shock 70kD protein 12B [Source:HGNC Symbol;Acc:HGNC:16193]"
"228","ENSG00000100994",3076.64939375019,0.632510257045601,0.104382607097801,6.05953687718272,1.36514028452076e-09,7.43706820470034e-08,5834,"PYGB","20",25248069,25298014,1,"protein_coding","phosphorylase, glycogen; brain [Source:HGNC Symbol;Acc:HGNC:9723]"
"390","ENSG00000114450",2051.24846273034,0.949064838166134,0.156720717061434,6.05577141274887,1.39746331232841e-09,7.58587163627734e-08,59345,"GNB4","3",179396089,179451590,-1,"protein_coding","guanine nucleotide binding protein (G protein), beta polypeptide 4 [Source:HGNC Symbol;Acc:HGNC:20731]"
"937","ENSG00000164104",1072.4290460514,1.25788473562666,0.207746414499162,6.05490467144373,1.40500843592002e-09,7.59959027214594e-08,3148,"HMGB2","4",173331695,173335125,-1,"protein_coding","high mobility group box 2 [Source:HGNC Symbol;Acc:HGNC:5000]"
"1321","ENSG00000198189",1532.36970526682,0.709488228701448,0.117214702848976,6.05289448726908,1.42266057155417e-09,7.66768482426618e-08,51170,"HSD17B11","4",87336610,87391386,-1,"protein_coding","hydroxysteroid (17-beta) dehydrogenase 11 [Source:HGNC Symbol;Acc:HGNC:22960]"
"1148","ENSG00000176974",155.450218773783,1.09528115704046,0.181231640018494,6.04354271102268,1.507664402339e-09,8.09701325298729e-08,6470,"SHMT1","17",18327860,18363563,-1,"protein_coding","serine hydroxymethyltransferase 1 (soluble) [Source:HGNC Symbol;Acc:HGNC:10850]"
"360","ENSG00000111728",205.085915430282,-1.3839461875357,0.229064007337503,-6.04174441729987,1.52456834572818e-09,8.1588648749305e-08,6489,"ST8SIA1","12",22063773,22437041,-1,"protein_coding","ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:10869]"
"22","ENSG00000013297",3473.51661188046,-1.64957267764683,0.273205865774519,-6.03783770516935,1.56193038318825e-09,8.32937875119225e-08,5010,"CLDN11","3",170418865,170860380,1,"protein_coding","claudin 11 [Source:HGNC Symbol;Acc:HGNC:8514]"
"1420","ENSG00000260914",558.748084912865,0.570317831996565,0.0945546993230913,6.03161805895868,1.62326070040349e-09,8.62606431845995e-08,NA,"RP11-343C2.11","16",69299682,69322700,1,"protein_coding","Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:I3L4J1]"
"634","ENSG00000137266",215.367386980664,-1.28522773370811,0.213215109999072,-6.0278454642061,1.66159810042818e-09,8.79891721363103e-08,63027,"SLC22A23","6",3268962,3457022,-1,"protein_coding","solute carrier family 22, member 23 [Source:HGNC Symbol;Acc:HGNC:21106]"
"419","ENSG00000116962",9623.1457893985,1.5708637898036,0.260706176858905,6.02541837991725,1.68672722832638e-09,8.90086546097668e-08,4811,"NID1","1",235975830,236065162,-1,"protein_coding","nidogen 1 [Source:HGNC Symbol;Acc:HGNC:7821]"
"889","ENSG00000161813",1039.36615840631,0.803120717733542,0.133512837952811,6.01530706745517,1.79546027880624e-09,9.44175205643075e-08,113251,"LARP4","12",50392383,50480004,1,"protein_coding","La ribonucleoprotein domain family, member 4 [Source:HGNC Symbol;Acc:HGNC:24320]"
"11","ENSG00000008311",714.926322098101,1.13782471895758,0.189234810710439,6.01276643914446,1.82383720408454e-09,9.55779046915585e-08,10157,"AASS","7",122075647,122144280,-1,"protein_coding","aminoadipate-semialdehyde synthase [Source:HGNC Symbol;Acc:HGNC:17366]"
"1372","ENSG00000213639",4844.05933497674,0.939670326378531,0.15762984140486,5.9612464112367,2.50321155637326e-09,1.30728065590597e-07,5500,"PPP1CB","2",28751640,28802940,1,"protein_coding","protein phosphatase 1, catalytic subunit, beta isozyme [Source:HGNC Symbol;Acc:HGNC:9282]"
"422","ENSG00000117143",1603.24068885167,0.64109376695215,0.107564248018215,5.96010085845237,2.52082299447947e-09,1.31195409798596e-07,6675,"UAP1","1",162561506,162599842,1,"protein_coding","UDP-N-acetylglucosamine pyrophosphorylase 1 [Source:HGNC Symbol;Acc:HGNC:12457]"
"222","ENSG00000100626",539.065338456334,-0.889750789908287,0.149527911477725,-5.95039936768484,2.67488994401509e-09,1.38737014390782e-07,57452,"GALNT16","14",69259277,69357033,1,"protein_coding","polypeptide N-acetylgalactosaminyltransferase 16 [Source:HGNC Symbol;Acc:HGNC:23233]"
"879","ENSG00000160408",3832.73903714315,0.44761829775473,0.0753698322514638,5.93895839201681,2.86838646592441e-09,1.482652321721e-07,30815,"ST6GALNAC6","9",127885321,127905408,-1,"protein_coding","ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetylgalactosaminide alpha-2,6-sialyltransferase 6 [Source:HGNC Symbol;Acc:HGNC:23364]"
"418","ENSG00000116711",112.05087665294,-2.4845920733222,0.419264417817546,-5.92607425704186,3.10262330196004e-09,1.59827312612874e-07,5321,"PLA2G4A","1",186828953,186988981,1,"protein_coding","phospholipase A2, group IVA (cytosolic, calcium-dependent) [Source:HGNC Symbol;Acc:HGNC:9035]"
"950","ENSG00000164442",7569.27463761189,1.57480006758227,0.265911364845503,5.92227439582073,3.17519237336617e-09,1.63011147439426e-07,10370,"CITED2","6",139371807,139374620,-1,"protein_coding","Cbp/p300-interacting transactivator, with Glu/Asp-rich carboxy-terminal domain, 2 [Source:HGNC Symbol;Acc:HGNC:1987]"
"469","ENSG00000123358",252.880673492217,1.38952507975164,0.234847924045607,5.9167015650596,3.28461883034663e-09,1.68059297924323e-07,3164,"NR4A1","12",52022832,52059507,1,"protein_coding","nuclear receptor subfamily 4, group A, member 1 [Source:HGNC Symbol;Acc:HGNC:7980]"
"863","ENSG00000158716",159.827819084471,1.30993227832642,0.221622985253795,5.91063366837304,3.40794175214481e-09,1.73782080256677e-07,54935,"DUSP23","1",159780932,159782543,1,"protein_coding","dual specificity phosphatase 23 [Source:HGNC Symbol;Acc:HGNC:21480]"
"401","ENSG00000115419",4336.31336479654,1.05135416952316,0.178057793969217,5.90456697281625,3.5357421638741e-09,1.79093026996232e-07,2744,"GLS","2",190880827,190965552,1,"protein_coding","glutaminase [Source:HGNC Symbol;Acc:HGNC:4331]"
"965","ENSG00000165507",18622.9253736255,1.63234340332095,0.276442577533916,5.9048190690549,3.53033983370515e-09,1.79093026996232e-07,11067,"C10orf10","10",44970981,44978810,-1,"protein_coding","chromosome 10 open reading frame 10 [Source:HGNC Symbol;Acc:HGNC:23355]"
"757","ENSG00000147526",8590.20817555019,0.861204164535674,0.145944014766598,5.90092143150208,3.6147702673544e-09,1.82485652330274e-07,6867,"TACC1","8",38728186,38853028,1,"protein_coding","transforming, acidic coiled-coil containing protein 1 [Source:HGNC Symbol;Acc:HGNC:11522]"
"83","ENSG00000067445",662.744651431154,-0.818231344719783,0.138785143925456,-5.8956695333275,3.73165147350697e-09,1.87138614457825e-07,7216,"TRO","X",54920462,54931431,1,"protein_coding","trophinin [Source:HGNC Symbol;Acc:HGNC:12326]"
"723","ENSG00000144827",336.486695104845,-0.719111969526461,0.12196206843893,-5.8961936176619,3.71982467950964e-09,1.87138614457825e-07,55347,"ABHD10","3",111979010,111993363,1,"protein_coding","abhydrolase domain containing 10 [Source:HGNC Symbol;Acc:HGNC:25656]"
"1322","ENSG00000198369",897.541323884179,0.622353891692652,0.105899488275031,5.8768356847612,4.18182924483307e-09,2.09022455158405e-07,200734,"SPRED2","2",65310851,65432637,-1,"protein_coding","sprouty-related, EVH1 domain containing 2 [Source:HGNC Symbol;Acc:HGNC:17722]"
"258","ENSG00000102984",94.0592876496531,-1.23465249549762,0.210107595484097,-5.87628682653251,4.19571097644474e-09,2.09026456375841e-07,55565,"ZNF821","16",71859680,71895336,-1,"protein_coding","zinc finger protein 821 [Source:HGNC Symbol;Acc:HGNC:28043]"
"732","ENSG00000145675",3405.45079196902,1.44734042061136,0.246336316062955,5.87546507045056,4.21657872177672e-09,2.09377327020683e-07,5295,"PIK3R1","5",68215720,68301821,1,"protein_coding","phosphoinositide-3-kinase, regulatory subunit 1 (alpha) [Source:HGNC Symbol;Acc:HGNC:8979]"
"417","ENSG00000116704",636.969352874686,0.876880205898963,0.149312995092328,5.8727654974488,4.28584533972955e-09,2.12121332255569e-07,23169,"SLC35D1","1",66999332,67054099,-1,"protein_coding","solute carrier family 35 (UDP-GlcA/UDP-GalNAc transporter), member D1 [Source:HGNC Symbol;Acc:HGNC:20800]"
"1030","ENSG00000168646",482.094355622195,1.23827629297262,0.211537164645587,5.85370563629919,4.80739192671754e-09,2.37159448632368e-07,8313,"AXIN2","17",65528563,65561647,-1,"protein_coding","axin 2 [Source:HGNC Symbol;Acc:HGNC:904]"
"179","ENSG00000091317",2266.21918474758,0.638283279096926,0.109209772564601,5.84456192983426,5.07903066069119e-09,2.4974649141613e-07,54918,"CMTM6","3",32481312,32503408,-1,"protein_coding","CKLF-like MARVEL transmembrane domain containing 6 [Source:HGNC Symbol;Acc:HGNC:19177]"
"904","ENSG00000162664",920.750281288416,-0.511269667024974,0.0877044132023659,-5.82946340277415,5.56058898064823e-09,2.72540841786141e-07,284695,"ZNF326","1",89995112,90035531,1,"protein_coding","zinc finger protein 326 [Source:HGNC Symbol;Acc:HGNC:14104]"
"194","ENSG00000096384",10448.0439393761,-0.35382892156748,0.0607330716573424,-5.82596782793719,5.67825549287424e-09,2.77410256256711e-07,3326,"HSP90AB1","6",44246166,44253888,1,"protein_coding","heat shock protein 90kDa alpha (cytosolic), class B member 1 [Source:HGNC Symbol;Acc:HGNC:5258]"
